5c389ba0152b4f2eea00a51d,1.0695158243179321,4.09426,44944,98.9971,4,0
5c389b5b152b4f2eea00a3e8,1.0419840812683105,3.66355,5112,100.607,1,0
5c389b5b152b4f2eea00a3e8,0.7620049715042114,2.23518,10506,90.8901,1,0
5c389a2d152b4f2eea009d5c,0.8616418838500977,3.14172,15129,86.1839,2,0
5c389970152b4f2eea00980b,1.0725017786026,9.70751,10609,113.924,1,0
5c389885152b4f2eea009247,1.0882693529129028,39.9065,15129,97.2268,1,0
5c389833152b4f2eea009035,1.1021891832351685,5.16226,21756,102.805,0,0
5c3897f6152b4f2eea008f29,1.0504573583602905,4.11915,31329,100.453,0,0
5c389782152b4f2eea008bad,1.0706995725631714,7.86446,31329,88.6106,2,0
5c38975f152b4f2eea008aea,1.0797346830368042,8.37396,31329,100.705,1,0
5c3896ad152b4f2eea0086fe,1.0712511539459229,9.98627,15129,100.647,2,0
5c389696152b4f2eea00869c,0.9135006666183472,4.6484,21756,90.296,1,0
5c38967b152b4f2eea008608,1.0823441743850708,43.583,31329,93.539,2,0
5c3895e6152b4f2eea008463,1.060181736946106,14.6921,31329,100.763,5,0
5c38951c152b4f2eea0082ff,1.0626509189605713,26.5171,45369,106.524,3,0
5c3894b1152b4f2eea00815e,0.7277863621711731,37.0567,21756,94.4856,0,1
5c38948f152b4f2eea008128,1.0155895948410034,28.2939,21904,102.107,0,0
5c389488152b4f2eea00810a,0.569400429725647,32.7207,31329,92.706,1,0
5c389438152b4f2eea008036,1.051528811454773,6.37095,21756,92.9951,2,0
5c3893cc152b4f2eea007e68,0.8825854063034058,77.8303,45156,93.2098,1,0
5c389a07152b4f2eea009c8d,1.0099701881408691,17.8423,21756,132.959,4,0
5c3899fd152b4f2eea009c46,1.052047610282898,20.4416,21904,131.697,2,0
5c3899ee152b4f2eea009c1c,1.0404818058013916,39.6934,21904,137.848,3,0
5c3899eb152b4f2eea009c1a,1.070875644683838,21.633,7225,109.073,2,0
5c3899eb152b4f2eea009c1a,0.09470507502555847,8.1938,7310,83.5185,1,0
5c3899e8152b4f2eea009c14,1.0743542909622192,18.6004,15129,104.665,2,1
5c3899e8152b4f2eea009c14,1.0423961877822876,9.15449,10506,123.523,3,1
5c3899e5152b4f2eea009c11,1.0370291471481323,12.9787,5112,121.004,1,0
5c3899e5152b4f2eea009c11,1.0054800510406494,5.67427,31329,155.627,1,0
5c38987c152b4f2eea0091b3,1.0316369533538818,60.2144,45156,128.859,4,0
5c389771152b4f2eea008b46,1.0369855165481567,30.9363,10609,124.93,3,0
5c389763152b4f2eea008af1,0.9752734899520874,49.1231,45156,86.2561,4,0
5c389505152b4f2eea0082c5,1.042331337928772,114.925,64770,142.447,1,0
5c3894ff152b4f2eea0082a6,1.0940290689468384,27.5157,7396,142.112,1,0
5c38919d152b4f2eea00796d,0.9886966943740845,4.71206,15006,80.7004,0,0
5c38917b152b4f2eea007948,1.073829174041748,30.3429,7310,97.5683,1,1
5c38917b152b4f2eea007948,1.0049328804016113,68.5895,21756,104.711,3,0
5c389003152b4f2eea00764f,1.0209943056106567,138.2,65025,100.94,4,0
5c3875b2152b4f2eeaffb1b2,0.9661729335784912,11.6037,3481,84.9176,2,0
5c3875b2152b4f2eeaffb1b2,0.9366447925567627,179.527,45156,139.728,2,0
5c38753c152b4f2eeaffaf21,0.21772027015686035,53.9549,29913,87.266,3,1
5c3871a9152b4f2eeaff9254,1.0615116357803345,14.5447,10506,172.777,0,0
5c3871a9152b4f2eeaff9254,0.17063504457473755,83.8333,15129,130.472,0,0
5c386deb152b4f2eeaff729c,1.0333346128463745,4.65796,7225,114.442,2,0
5c386deb152b4f2eeaff729c,0.8662537336349487,20.8079,31329,130.403,1,0
5c386d95152b4f2eeaff6eda,0.9910753965377808,52.774,15129,104.213,1,0
